send_id,campaign_id,user_id,send_date,opened,clicked,replied,unsubscribed
snd_000034,cmp_001,usr_0375,2025-05-31,False,False,False,False
snd_000035,cmp_001,usr_0392,2025-05-31,False,False,False,False
snd_000036,cmp_001,usr_0437,2025-05-31,True,False,False,False
snd_000037,cmp_001,usr_0452,2025-05-31,True,True,False,False
snd_000038,cmp_001,usr_0460,2025-05-31,True,False,False,False
snd_000039,cmp_001,usr_0462,2025-05-31,False,False,False,False
snd_000040,cmp_001,usr_0482,2025-05-31,False,False,False,False
snd_000041,cmp_001,usr_0486,2025-05-31,False,False,False,False
snd_000042,cmp_025,usr_0207,2025-06-05,False,False,False,False
snd_000043,cmp_002,usr_0028,2025-06-06,False,False,False,False
snd_000044,cmp_002,usr_0063,2025-06-06,True,True,False,False
snd_000045,cmp_002,usr_0100,2025-06-06,False,False,False,False
snd_000046,cmp_002,usr_0101,2025-06-06,True,False,False,False
snd_000047,cmp_002,usr_0113,2025-06-06,True,False,False,False
snd_000048,cmp_002,usr_0125,2025-06-06,True,False,False,False
snd_000049,cmp_002,usr_0132,2025-06-06,False,False,False,False
snd_000050,cmp_002,usr_0143,2025-06-06,False,False,False,False
snd_000051,cmp_002,usr_0169,2025-06-06,False,False,False,False
snd_000052,cmp_002,usr_0186,2025-06-06,True,False,False,False
snd_000053,cmp_002,usr_0187,2025-06-06,False,False,False,False
snd_000054,cmp_002,usr_0195,2025-06-06,False,False,False,False
snd_000055,cmp_002,usr_0198,2025-06-06,False,False,False,False
snd_000056,cmp_002,usr_0207,2025-06-06,True,True,False,False
snd_000057,cmp_002,usr_0235,2025-06-06,False,False,False,False
snd_000058,cmp_002,usr_0248,2025-06-06,True,False,False,False
snd_000059,cmp_002,usr_0258,2025-06-06,False,False,False,False
snd_000060,cmp_002,usr_0294,2025-06-06,True,False,False,False
snd_000061,cmp_002,usr_0298,2025-06-06,False,False,False,False
snd_000062,cmp_002,usr_0303,2025-06-06,False,False,False,False
snd_000063,cmp_002,usr_0308,2025-06-06,True,False,False,False
snd_000064,cmp_002,usr_0340,2025-06-06,False,False,False,False
snd_000065,cmp_002,usr_0362,2025-06-06,False,False,False,False
snd_000066,cmp_002,usr_0375,2025-06-06,True,False,False,False
snd_000067,cmp_002,usr_0392,2025-06-06,True,False,False,False
snd_000068,cmp_002,usr_0426,2025-06-06,False,False,False,False
snd_000069,cmp_002,usr_0437,2025-06-06,True,True,True,False
snd_000070,cmp_002,usr_0452,2025-06-06,True,False,False,False
snd_000071,cmp_002,usr_0460,2025-06-06,True,False,False,False
snd_000072,cmp_002,usr_0462,2025-06-06,True,False,False,False
snd_000073,cmp_002,usr_0482,2025-06-06,True,False,False,False
snd_000074,cmp_002,usr_0486,2025-06-06,True,True,False,False
snd_000075,cmp_003,usr_0005,2025-07-06,True,False,False,False
snd_000076,cmp_003,usr_0023,2025-07-06,False,False,False,False
snd_000077,cmp_003,usr_0028,2025-07-06,True,False,False,False
snd_000078,cmp_003,usr_0033,2025-07-06,True,False,False,False
snd_000079,cmp_003,usr_0034,2025-07-06,True,False,False,False
snd_000080,cmp_003,usr_0039,2025-07-06,False,False,False,False
snd_000081,cmp_003,usr_0050,2025-07-06,False,False,False,False
snd_000082,cmp_003,usr_0053,2025-07-06,False,False,False,False
snd_000083,cmp_003,usr_0055,2025-07-06,False,False,False,False
snd_000084,cmp_003,usr_0063,2025-07-06,False,False,False,False
snd_000085,cmp_003,usr_0100,2025-07-06,False,False,False,False
snd_000086,cmp_003,usr_0102,2025-07-06,False,False,False,False
snd_000087,cmp_003,usr_0113,2025-07-06,True,False,False,False
snd_000088,cmp_003,usr_0125,2025-07-06,False,False,False,False
snd_000089,cmp_003,usr_0132,2025-07-06,False,False,False,False
snd_000090,cmp_003,usr_0136,2025-07-06,False,False,False,False
snd_000091,cmp_003,usr_0143,2025-07-06,True,False,False,False
snd_000092,cmp_003,usr_0145,2025-07-06,True,False,False,False
snd_000093,cmp_003,usr_0154,2025-07-06,False,False,False,False
snd_000094,cmp_003,usr_0169,2025-07-06,False,False,False,False
snd_000095,cmp_003,usr_0186,2025-07-06,False,False,False,False
snd_000096,cmp_003,usr_0187,2025-07-06,True,True,False,False
snd_000097,cmp_003,usr_0195,2025-07-06,False,False,False,False
snd_000098,cmp_003,usr_0201,2025-07-06,False,False,False,False
snd_000099,cmp_003,usr_0206,2025-07-06,False,False,False,False
snd_000100,cmp_003,usr_0207,2025-07-06,False,False,False,False
snd_000101,cmp_003,usr_0213,2025-07-06,False,False,False,False
snd_000102,cmp_003,usr_0222,2025-07-06,False,False,False,False
snd_000103,cmp_003,usr_0235,2025-07-06,False,False,False,False
snd_000104,cmp_003,usr_0243,2025-07-06,False,False,False,False
snd_000105,cmp_003,usr_0252,2025-07-06,False,False,False,False
snd_000106,cmp_003,usr_0258,2025-07-06,False,False,False,False
snd_000107,cmp_003,usr_0288,2025-07-06,False,False,False,False
snd_000108,cmp_003,usr_0296,2025-07-06,True,False,False,False
snd_000109,cmp_003,usr_0298,2025-07-06,False,False,False,False
snd_000110,cmp_003,usr_0303,2025-07-06,True,False,False,False
snd_000111,cmp_003,usr_0307,2025-07-06,True,False,False,False
snd_000112,cmp_003,usr_0308,2025-07-06,True,False,False,False
snd_000113,cmp_003,usr_0321,2025-07-06,False,False,False,False
snd_000114,cmp_003,usr_0335,2025-07-06,True,False,False,False
snd_000115,cmp_003,usr_0340,2025-07-06,False,False,False,False
snd_000116,cmp_003,usr_0362,2025-07-06,False,False,False,False
snd_000117,cmp_003,usr_0368,2025-07-06,True,True,False,False
snd_000118,cmp_003,usr_0372,2025-07-06,False,False,False,False
snd_000119,cmp_003,usr_0375,2025-07-06,True,False,False,False
snd_000120,cmp_003,usr_0392,2025-07-06,True,True,False,False
snd_000121,cmp_003,usr_0420,2025-07-06,False,False,False,False
snd_000122,cmp_003,usr_0426,2025-07-06,False,False,False,False
snd_000123,cmp_003,usr_0432,2025-07-06,True,False,False,False
snd_000124,cmp_003,usr_0434,2025-07-06,False,False,False,False
snd_000125,cmp_003,usr_0437,2025-07-06,True,False,False,False
snd_000126,cmp_003,usr_0452,2025-07-06,False,False,False,False
snd_000127,cmp_003,usr_0472,2025-07-06,False,False,False,False
snd_000128,cmp_003,usr_0482,2025-07-06,False,False,False,False
snd_000129,cmp_003,usr_0484,2025-07-06,False,False,False,False
snd_000130,cmp_003,usr_0487,2025-07-06,False,False,False,False
snd_000131,cmp_004,usr_0005,2025-07-24,True,False,False,False
snd_000132,cmp_004,usr_0023,2025-07-24,False,False,False,False
snd_000133,cmp_004,usr_0026,2025-07-24,False,False,False,False
snd_000134,cmp_004,usr_0028,2025-07-24,True,False,False,False
snd_000135,cmp_004,usr_0033,2025-07-24,True,True,False,False
snd_000136,cmp_004,usr_0034,2025-07-24,False,False,False,False
snd_000137,cmp_004,usr_0039,2025-07-24,False,False,False,False
snd_000138,cmp_004,usr_0050,2025-07-24,True,False,False,False
snd_000139,cmp_004,usr_0053,2025-07-24,True,False,False,False
snd_000140,cmp_004,usr_0055,2025-07-24,False,False,False,False
snd_000141,cmp_004,usr_0056,2025-07-24,False,False,False,False
snd_000142,cmp_004,usr_0061,2025-07-24,False,False,False,False
snd_000143,cmp_004,usr_0063,2025-07-24,False,False,False,False
snd_000144,cmp_004,usr_0090,2025-07-24,True,False,False,False
snd_000145,cmp_004,usr_0094,2025-07-24,False,False,False,False
snd_000146,cmp_004,usr_0100,2025-07-24,False,False,False,False
snd_000147,cmp_004,usr_0102,2025-07-24,False,False,False,False
snd_000148,cmp_004,usr_0113,2025-07-24,True,False,False,False
snd_000149,cmp_004,usr_0125,2025-07-24,True,False,False,False
snd_000150,cmp_004,usr_0126,2025-07-24,True,False,False,False
snd_000151,cmp_004,usr_0132,2025-07-24,True,False,False,False
snd_000152,cmp_004,usr_0136,2025-07-24,False,False,False,True
snd_000153,cmp_004,usr_0143,2025-07-24,True,False,False,False
snd_000154,cmp_004,usr_0145,2025-07-24,True,False,True,False
snd_000155,cmp_004,usr_0154,2025-07-24,False,False,False,False
snd_000156,cmp_004,usr_0169,2025-07-24,True,False,False,False
snd_000157,cmp_004,usr_0186,2025-07-24,True,False,False,False
snd_000158,cmp_004,usr_0187,2025-07-24,False,False,False,False
snd_000159,cmp_004,usr_0195,2025-07-24,False,False,False,False
snd_000160,cmp_004,usr_0196,2025-07-24,False,False,False,False
snd_000161,cmp_004,usr_0201,2025-07-24,False,False,False,False
snd_000162,cmp_004,usr_0206,2025-07-24,False,False,False,False
snd_000163,cmp_004,usr_0207,2025-07-24,False,False,False,False
snd_000164,cmp_004,usr_0213,2025-07-24,True,False,False,False
snd_000165,cmp_004,usr_0222,2025-07-24,False,False,False,False
snd_000166,cmp_004,usr_0235,2025-07-24,False,False,False,False
snd_000167,cmp_004,usr_0243,2025-07-24,True,False,False,False
snd_000168,cmp_004,usr_0252,2025-07-24,False,False,False,False
snd_000169,cmp_004,usr_0258,2025-07-24,False,False,False,False
snd_000170,cmp_004,usr_0260,2025-07-24,False,False,False,False
snd_000171,cmp_004,usr_0274,2025-07-24,False,False,False,False
snd_000172,cmp_004,usr_0279,2025-07-24,False,False,False,False
snd_000173,cmp_004,usr_0281,2025-07-24,False,False,False,False
snd_000174,cmp_004,usr_0282,2025-07-24,True,False,False,False
snd_000175,cmp_004,usr_0288,2025-07-24,True,False,False,False
snd_000176,cmp_004,usr_0295,2025-07-24,True,False,False,False
snd_000177,cmp_004,usr_0296,2025-07-24,True,False,False,False
snd_000178,cmp_004,usr_0298,2025-07-24,True,False,False,False
snd_000179,cmp_004,usr_0303,2025-07-24,True,False,False,False
snd_000180,cmp_004,usr_0306,2025-07-24,True,True,False,False
snd_000181,cmp_004,usr_0307,2025-07-24,False,False,False,False
snd_000182,cmp_004,usr_0308,2025-07-24,True,False,False,False
snd_000183,cmp_004,usr_0311,2025-07-24,False,False,False,False
snd_000184,cmp_004,usr_0321,2025-07-24,False,False,False,False
snd_000185,cmp_004,usr_0335,2025-07-24,False,False,False,False
snd_000186,cmp_004,usr_0340,2025-07-24,False,False,False,False
snd_000187,cmp_004,usr_0352,2025-07-24,False,False,False,False
snd_000188,cmp_004,usr_0362,2025-07-24,False,False,False,False
snd_000189,cmp_004,usr_0368,2025-07-24,True,False,False,False
snd_000190,cmp_004,usr_0372,2025-07-24,False,False,False,False
snd_000191,cmp_004,usr_0375,2025-07-24,False,False,False,False
snd_000192,cmp_004,usr_0392,2025-07-24,True,False,False,False
snd_000193,cmp_004,usr_0412,2025-07-24,False,False,False,False
snd_000194,cmp_004,usr_0420,2025-07-24,True,False,False,False
snd_000195,cmp_004,usr_0426,2025-07-24,False,False,False,False
snd_000196,cmp_004,usr_0432,2025-07-24,True,False,False,False
snd_000197,cmp_004,usr_0434,2025-07-24,True,False,False,False
snd_000198,cmp_004,usr_0437,2025-07-24,True,False,False,False
snd_000199,cmp_004,usr_0452,2025-07-24,False,False,False,False
snd_000200,cmp_004,usr_0472,2025-07-24,False,False,False,False
snd_000201,cmp_004,usr_0476,2025-07-24,False,False,False,False
snd_000202,cmp_004,usr_0477,2025-07-24,True,False,False,False
snd_000203,cmp_004,usr_0482,2025-07-24,False,False,False,False
snd_000204,cmp_004,usr_0484,2025-07-24,True,False,False,False
snd_000205,cmp_004,usr_0487,2025-07-24,False,False,False,False
snd_000206,cmp_031,usr_0101,2025-07-29,False,False,False,False
snd_000207,cmp_031,usr_0198,2025-07-29,False,False,False,False
snd_000208,cmp_031,usr_0231,2025-07-29,False,False,False,False
snd_000209,cmp_031,usr_0248,2025-07-29,False,False,False,False
snd_000210,cmp_031,usr_0294,2025-07-29,False,False,False,False
snd_000211,cmp_031,usr_0306,2025-07-29,True,False,False,False
snd_000212,cmp_031,usr_0460,2025-07-29,False,False,False,False
snd_000213,cmp_031,usr_0462,2025-07-29,False,False,False,False
snd_000214,cmp_031,usr_0486,2025-07-29,False,False,False,False
snd_000215,cmp_005,usr_0005,2025-07-30,False,False,False,False
snd_000216,cmp_005,usr_0023,2025-07-30,False,False,False,False
snd_000217,cmp_005,usr_0026,2025-07-30,False,False,False,False
snd_000218,cmp_005,usr_0028,2025-07-30,False,False,False,False
snd_000219,cmp_005,usr_0033,2025-07-30,True,False,False,False
snd_000220,cmp_005,usr_0034,2025-07-30,False,False,False,False
snd_000221,cmp_005,usr_0039,2025-07-30,False,False,False,False
snd_000222,cmp_005,usr_0050,2025-07-30,True,False,False,False
snd_000223,cmp_005,usr_0053,2025-07-30,True,False,False,False
snd_000224,cmp_005,usr_0055,2025-07-30,False,False,False,False
snd_000225,cmp_005,usr_0056,2025-07-30,False,False,False,False
snd_000226,cmp_005,usr_0061,2025-07-30,False,False,False,False
snd_000227,cmp_005,usr_0063,2025-07-30,True,False,False,False
snd_000228,cmp_005,usr_0070,2025-07-30,False,False,False,False
snd_000229,cmp_005,usr_0090,2025-07-30,True,True,False,True
snd_000230,cmp_005,usr_0094,2025-07-30,True,False,False,False
snd_000231,cmp_005,usr_0100,2025-07-30,True,False,False,False
snd_000232,cmp_005,usr_0102,2025-07-30,False,False,False,False
snd_000233,cmp_005,usr_0113,2025-07-30,False,False,False,False
snd_000234,cmp_005,usr_0125,2025-07-30,True,False,False,False
snd_000235,cmp_005,usr_0126,2025-07-30,False,False,False,False
snd_000236,cmp_005,usr_0127,2025-07-30,True,False,False,False
snd_000237,cmp_005,usr_0132,2025-07-30,False,False,False,False
snd_000238,cmp_005,usr_0136,2025-07-30,False,False,False,False
snd_000239,cmp_005,usr_0143,2025-07-30,True,False,False,False
snd_000240,cmp_005,usr_0145,2025-07-30,True,True,False,False
snd_000241,cmp_005,usr_0154,2025-07-30,False,False,False,False
snd_000242,cmp_005,usr_0169,2025-07-30,False,False,False,False
snd_000243,cmp_005,usr_0186,2025-07-30,False,False,False,False
snd_000244,cmp_005,usr_0187,2025-07-30,False,False,False,False
snd_000245,cmp_005,usr_0195,2025-07-30,False,False,False,False
snd_000246,cmp_005,usr_0196,2025-07-30,False,False,False,False
snd_000247,cmp_005,usr_0201,2025-07-30,False,False,False,False
snd_000248,cmp_005,usr_0206,2025-07-30,False,False,False,False
snd_000249,cmp_005,usr_0207,2025-07-30,False,False,False,False
snd_000250,cmp_005,usr_0213,2025-07-30,False,False,False,False
snd_000251,cmp_005,usr_0222,2025-07-30,False,False,False,False
snd_000252,cmp_005,usr_0235,2025-07-30,False,False,False,False
snd_000253,cmp_005,usr_0243,2025-07-30,False,False,False,False
snd_000254,cmp_005,usr_0252,2025-07-30,False,False,False,False
snd_000255,cmp_005,usr_0258,2025-07-30,True,True,False,False
snd_000256,cmp_005,usr_0260,2025-07-30,True,False,False,False
snd_000257,cmp_005,usr_0274,2025-07-30,True,False,False,False
snd_000258,cmp_005,usr_0279,2025-07-30,False,False,False,True
snd_000259,cmp_005,usr_0281,2025-07-30,False,False,False,False
snd_000260,cmp_005,usr_0282,2025-07-30,False,False,False,False
snd_000261,cmp_005,usr_0288,2025-07-30,False,False,False,False
snd_000262,cmp_005,usr_0295,2025-07-30,True,False,False,False
snd_000263,cmp_005,usr_0296,2025-07-30,True,False,False,False
snd_000264,cmp_005,usr_0298,2025-07-30,False,False,False,False
snd_000265,cmp_005,usr_0303,2025-07-30,False,False,False,False
snd_000266,cmp_005,usr_0307,2025-07-30,False,False,False,False
snd_000267,cmp_005,usr_0308,2025-07-30,False,False,False,False
snd_000268,cmp_005,usr_0311,2025-07-30,False,False,False,False
snd_000269,cmp_005,usr_0321,2025-07-30,False,False,False,False
snd_000270,cmp_005,usr_0335,2025-07-30,True,False,False,False
snd_000271,cmp_005,usr_0340,2025-07-30,False,False,False,False
snd_000272,cmp_005,usr_0352,2025-07-30,False,False,False,False
snd_000273,cmp_005,usr_0362,2025-07-30,True,False,False,False
snd_000274,cmp_005,usr_0368,2025-07-30,True,False,False,False
snd_000275,cmp_005,usr_0372,2025-07-30,False,False,False,False
snd_000276,cmp_005,usr_0375,2025-07-30,True,True,False,False
snd_000277,cmp_005,usr_0392,2025-07-30,True,False,False,False
snd_000278,cmp_005,usr_0412,2025-07-30,True,False,False,False
snd_000279,cmp_005,usr_0418,2025-07-30,True,False,False,False
snd_000280,cmp_005,usr_0420,2025-07-30,True,False,False,False
snd_000281,cmp_005,usr_0426,2025-07-30,True,True,False,False
snd_000282,cmp_005,usr_0432,2025-07-30,True,False,False,False
snd_000283,cmp_005,usr_0434,2025-07-30,False,False,False,False
snd_000284,cmp_005,usr_0435,2025-07-30,False,False,False,False
snd_000285,cmp_005,usr_0437,2025-07-30,False,False,False,False
snd_000286,cmp_005,usr_0452,2025-07-30,False,False,False,False
snd_000287,cmp_005,usr_0472,2025-07-30,True,False,False,False
snd_000288,cmp_005,usr_0476,2025-07-30,False,False,False,False
snd_000289,cmp_005,usr_0477,2025-07-30,False,False,False,False
snd_000290,cmp_005,usr_0482,2025-07-30,False,False,False,False
snd_000291,cmp_005,usr_0484,2025-07-30,False,False,False,False
snd_000292,cmp_005,usr_0487,2025-07-30,False,False,False,False
snd_000293,cmp_026,usr_0156,2025-08-13,False,False,False,False
snd_000294,cmp_026,usr_0310,2025-08-13,False,False,False,True
snd_000295,cmp_026,usr_0319,2025-08-13,False,False,False,False
snd_000296,cmp_032,usr_0005,2025-08-15,False,False,False,False
snd_000297,cmp_032,usr_0101,2025-08-15,False,False,False,False
snd_000298,cmp_032,usr_0154,2025-08-15,False,False,False,False
snd_000299,cmp_032,usr_0198,2025-08-15,False,False,False,False
snd_000300,cmp_032,usr_0207,2025-08-15,False,False,False,False
snd_000301,cmp_032,usr_0231,2025-08-15,False,False,False,False
snd_000302,cmp_032,usr_0248,2025-08-15,False,False,False,False
snd_000303,cmp_032,usr_0294,2025-08-15,False,False,False,False
snd_000304,cmp_032,usr_0306,2025-08-15,False,False,False,False
snd_000305,cmp_032,usr_0460,2025-08-15,False,False,False,False
snd_000306,cmp_032,usr_0462,2025-08-15,False,False,False,False
snd_000307,cmp_032,usr_0476,2025-08-15,False,False,False,False
snd_000308,cmp_032,usr_0486,2025-08-15,False,False,False,False
snd_000309,cmp_018,usr_0026,2025-08-17,False,False,False,False
snd_000310,cmp_018,usr_0033,2025-08-17,True,False,False,False
snd_000311,cmp_018,usr_0034,2025-08-17,True,False,False,False
snd_000312,cmp_018,usr_0039,2025-08-17,False,False,False,False
snd_000313,cmp_018,usr_0050,2025-08-17,False,False,False,False
snd_000314,cmp_018,usr_0053,2025-08-17,True,True,False,False
snd_000315,cmp_018,usr_0056,2025-08-17,False,False,False,False
snd_000316,cmp_018,usr_0074,2025-08-17,True,False,False,False
snd_000317,cmp_018,usr_0089,2025-08-17,True,False,False,False
snd_000318,cmp_018,usr_0090,2025-08-17,False,False,False,False
snd_000319,cmp_018,usr_0094,2025-08-17,False,False,False,False
snd_000320,cmp_018,usr_0100,2025-08-17,False,False,False,False
snd_000321,cmp_018,usr_0113,2025-08-17,False,False,False,False
snd_000322,cmp_018,usr_0126,2025-08-17,True,True,False,False
snd_000323,cmp_018,usr_0132,2025-08-17,True,False,False,False
snd_000324,cmp_018,usr_0135,2025-08-17,True,False,False,False
snd_000325,cmp_018,usr_0136,2025-08-17,True,True,False,False
snd_000326,cmp_018,usr_0145,2025-08-17,False,False,False,False
snd_000327,cmp_018,usr_0156,2025-08-17,True,False,False,False
snd_000328,cmp_018,usr_0186,2025-08-17,False,False,False,False
snd_000329,cmp_018,usr_0187,2025-08-17,False,False,False,False
snd_000330,cmp_018,usr_0191,2025-08-17,False,False,False,False
snd_000331,cmp_018,usr_0195,2025-08-17,False,False,False,False
snd_000332,cmp_018,usr_0196,2025-08-17,True,False,False,False
snd_000333,cmp_018,usr_0201,2025-08-17,False,False,False,False
snd_000334,cmp_018,usr_0206,2025-08-17,False,False,False,False
snd_000335,cmp_018,usr_0252,2025-08-17,False,False,False,False
snd_000336,cmp_018,usr_0262,2025-08-17,False,False,False,False
snd_000337,cmp_018,usr_0274,2025-08-17,False,False,False,False
snd_000338,cmp_018,usr_0279,2025-08-17,False,False,False,False
snd_000339,cmp_018,usr_0281,2025-08-17,False,False,False,False
snd_000340,cmp_018,usr_0282,2025-08-17,False,False,False,False
snd_000341,cmp_018,usr_0288,2025-08-17,True,False,False,False
snd_000342,cmp_018,usr_0295,2025-08-17,False,False,False,False
snd_000343,cmp_018,usr_0296,2025-08-17,False,False,False,False
snd_000344,cmp_018,usr_0303,2025-08-17,False,False,False,False
snd_000345,cmp_018,usr_0304,2025-08-17,False,False,False,False
snd_000346,cmp_018,usr_0307,2025-08-17,False,False,False,False
snd_000347,cmp_018,usr_0310,2025-08-17,False,False,False,False
snd_000348,cmp_018,usr_0311,2025-08-17,True,False,False,False
snd_000349,cmp_018,usr_0319,2025-08-17,True,False,False,False
snd_000350,cmp_018,usr_0320,2025-08-17,False,False,False,False
snd_000351,cmp_018,usr_0321,2025-08-17,True,False,False,False
snd_000352,cmp_018,usr_0335,2025-08-17,False,False,False,False
snd_000353,cmp_018,usr_0340,2025-08-17,False,False,False,False
snd_000354,cmp_018,usr_0362,2025-08-17,True,False,False,False
snd_000355,cmp_018,usr_0392,2025-08-17,False,False,False,False
snd_000356,cmp_018,usr_0403,2025-08-17,False,False,False,False
snd_000357,cmp_018,usr_0420,2025-08-17,True,False,False,False
snd_000358,cmp_018,usr_0426,2025-08-17,True,False,False,False
snd_000359,cmp_018,usr_0432,2025-08-17,False,False,False,False
snd_000360,cmp_018,usr_0435,2025-08-17,False,False,False,False
snd_000361,cmp_018,usr_0437,2025-08-17,False,False,False,False
snd_000362,cmp_018,usr_0452,2025-08-17,True,False,False,False
snd_000363,cmp_018,usr_0461,2025-08-17,True,False,False,False
snd_000364,cmp_018,usr_0477,2025-08-17,False,False,False,False
snd_000365,cmp_018,usr_0482,2025-08-17,False,False,False,False
snd_000366,cmp_018,usr_0484,2025-08-17,False,False,False,False
snd_000367,cmp_019,usr_0026,2025-08-30,False,False,False,False
snd_000368,cmp_019,usr_0033,2025-08-30,True,False,False,False
snd_000369,cmp_019,usr_0034,2025-08-30,True,False,False,False
snd_000370,cmp_019,usr_0039,2025-08-30,False,False,False,False
snd_000371,cmp_019,usr_0050,2025-08-30,True,False,False,False
snd_000372,cmp_019,usr_0074,2025-08-30,False,False,False,False
snd_000373,cmp_019,usr_0081,2025-08-30,False,False,False,False
snd_000374,cmp_019,usr_0085,2025-08-30,False,False,False,False
snd_000375,cmp_019,usr_0089,2025-08-30,False,False,False,False
snd_000376,cmp_019,usr_0090,2025-08-30,True,False,False,False
snd_000377,cmp_019,usr_0091,2025-08-30,True,False,False,False
snd_000378,cmp_019,usr_0094,2025-08-30,True,False,False,False
snd_000379,cmp_019,usr_0100,2025-08-30,False,False,False,False
snd_000380,cmp_019,usr_0113,2025-08-30,True,False,False,False
snd_000381,cmp_019,usr_0126,2025-08-30,True,False,False,False
snd_000382,cmp_019,usr_0132,2025-08-30,False,False,False,False
snd_000383,cmp_019,usr_0135,2025-08-30,False,False,False,False
snd_000384,cmp_019,usr_0136,2025-08-30,True,False,False,False
snd_000385,cmp_019,usr_0137,2025-08-30,False,False,False,False
snd_000386,cmp_019,usr_0145,2025-08-30,True,False,False,False
snd_000387,cmp_019,usr_0156,2025-08-30,True,False,False,False
snd_000388,cmp_019,usr_0170,2025-08-30,False,False,False,False
snd_000389,cmp_019,usr_0186,2025-08-30,False,False,False,False
snd_000390,cmp_019,usr_0187,2025-08-30,False,False,False,False
snd_000391,cmp_019,usr_0191,2025-08-30,True,False,False,False
snd_000392,cmp_019,usr_0195,2025-08-30,False,False,False,False
snd_000393,cmp_019,usr_0196,2025-08-30,False,False,False,False
snd_000394,cmp_019,usr_0206,2025-08-30,False,False,False,False
snd_000395,cmp_019,usr_0209,2025-08-30,False,False,False,False
snd_000396,cmp_019,usr_0252,2025-08-30,True,False,False,False
snd_000397,cmp_019,usr_0262,2025-08-30,False,False,False,False
snd_000398,cmp_019,usr_0274,2025-08-30,True,False,False,False
snd_000399,cmp_019,usr_0279,2025-08-30,False,False,False,False
snd_000400,cmp_019,usr_0281,2025-08-30,False,False,False,False
snd_000401,cmp_019,usr_0282,2025-08-30,True,False,False,False
snd_000402,cmp_019,usr_0288,2025-08-30,True,False,False,False
snd_000403,cmp_019,usr_0295,2025-08-30,True,False,False,False
snd_000404,cmp_019,usr_0296,2025-08-30,False,False,False,False
snd_000405,cmp_019,usr_0303,2025-08-30,False,False,False,False
snd_000406,cmp_019,usr_0307,2025-08-30,False,False,False,False
snd_000407,cmp_019,usr_0310,2025-08-30,False,False,False,False
snd_000408,cmp_019,usr_0311,2025-08-30,False,False,False,False
snd_000409,cmp_019,usr_0319,2025-08-30,False,False,False,False
snd_000410,cmp_019,usr_0321,2025-08-30,False,False,False,False
snd_000411,cmp_019,usr_0335,2025-08-30,False,False,False,False
snd_000412,cmp_019,usr_0340,2025-08-30,True,False,False,False
snd_000413,cmp_019,usr_0346,2025-08-30,False,False,False,False
snd_000414,cmp_019,usr_0362,2025-08-30,True,False,False,False
snd_000415,cmp_019,usr_0392,2025-08-30,True,False,False,False
snd_000416,cmp_019,usr_0403,2025-08-30,False,False,False,False
snd_000417,cmp_019,usr_0413,2025-08-30,False,False,False,False
snd_000418,cmp_019,usr_0420,2025-08-30,False,False,False,False
snd_000419,cmp_019,usr_0425,2025-08-30,True,False,False,False
snd_000420,cmp_019,usr_0426,2025-08-30,False,False,False,False
snd_000421,cmp_019,usr_0435,2025-08-30,False,False,False,False
snd_000422,cmp_019,usr_0440,2025-08-30,False,False,False,False
